id,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
42,3.971287646545106,-0.19073770939162638,3.976129843823106,5.244840620038045,1.2695714730462813,0.8956282652323896,2.9039734057827498,2.852320597273567,-0.5973623539939319,-1.069952233630382,8.906909342399377,0.4701810031025695,9.46198577340019,10.676613884849099,2.1364269831365323,0.12529658769960209,1.06090151114583,0.36884254339407924,3.3039540305649475,0.25762552661840415,2.4520249320782117,-1.1736515515075814,2.4197653934670793,2.845035590670338,-0.7964365135938952,-0.6530931194802456,0.2298566285773358,0.6835794644599308,-2.0266839013236657,-1.590202169233931
64,-0.8711543978749413,-1.007538270779011,-0.8435354861082098,-0.7991618442114549,0.49386815577273635,-0.25339993144135303,-0.43728105358694014,-0.4000426344956977,-0.1300415990332348,0.889176573853264,-0.8845165210138862,-0.7154927337622812,-0.7480205717656492,-0.649866237656918,0.12501209840439442,-0.3749147902193615,-0.14302999178795078,-0.2751298289376281,0.3556924688642119,-0.33206831570935064,-0.9006412286154776,-0.9407849297296894,-0.819146676505476,-0.7745066815378278,0.4134340875887295,-0.21161215620455745,-0.20287999358484332,-0.10820359957497537,0.6475074493118133,0.3798301416271922
70,-0.27472458595223764,0.2909651857855496,-0.3257746691076401,-0.3304537334833395,-1.6375368306807214,-0.9777254745201989,-0.8888833641251271,-0.9378471660397469,-0.3600510331154528,-0.5553619607529843,-0.2940497617325232,0.4647379714107647,-0.2673458488005083,-0.31390013145904133,0.2536839819818895,-0.2771080962128602,-0.6128650068408749,-1.0109128719846368,0.038466789535426246,-0.4137706056020992,-0.36636830121648317,0.4531579251086014,-0.3565726058169181,-0.40833346381030916,-0.9016426528271668,-0.5703949563306211,-0.9365172913790831,-1.1063070581805157,-0.3458098460845475,-0.5350850047108433
79,-0.7405078676442541,-1.0145194721583908,-0.7455028095400825,-0.707012919529471,0.35153727186933337,-0.49768450104591405,-0.5714936946670963,-0.506313841688095,0.2606093445667222,-0.1584328246492072,-0.5376714380863863,-0.324501623900957,-0.584165439632321,-0.47781286827463926,-0.126331425474961,-0.7376379011349004,-0.3595453515829822,-0.2816182155606176,-0.4567442900274489,-0.3823757442081263,-0.749470981715762,-0.730716438755227,-0.7857865374732043,-0.6834468031015076,0.28631000268185897,-0.6111078981888978,-0.4403574081860391,-0.282091341714949,-0.38301880014662565,-0.3245048983459406
86,-0.14691819768308703,1.3241829899336952,-0.1614257701551922,-0.2053132184831146,-0.1053448654605894,-0.3644556007883449,-0.032006586415055806,-0.1039277173673676,-0.7397491465210196,-0.5794612297307141,0.18525332893107724,0.13271303821066105,-0.0025044720895398267,0.061669052090254896,-0.3896754359055859,-0.5923250986109555,-0.17983428725081216,-0.3041653590755061,-0.7134307175759319,-0.5446455699673353,0.14926719848254594,1.5621241449040175,0.039876903575528796,0.045559598202390535,-0.25725505002337773,-0.38146146051955565,0.21450455328998586,0.05776631192464928,-0.40404994809475747,-0.5528180662994666
95,-0.7973107068749876,1.8128670864902499,-0.832414132043758,-0.7371604072340706,-1.9592046283024116,-1.2547961035053565,-0.9098501658654323,-1.1812133893068022,0.20949613699289657,-0.9239390157064928,-1.025636632798124,-0.5881257921740447,-0.8945496325253626,-0.6981599903160102,-1.1293720930518591,-0.5034607309136203,-0.5160464998574917,-1.4065422463214214,-0.6262541950122962,-0.6592557266224409,-0.8675080238155398,1.3146015818953485,-0.8173595262001762,-0.7528843551909795,-1.768278224761242,-0.7065288556692338,-0.7833803403877665,-1.4278927949577698,-0.08372938703860233,-0.7246071004392547
109,-0.38833026441370516,-0.10463622571261402,-0.41598120763041224,-0.4501904535176457,0.02844616540860876,-0.47039437069443485,-0.777395220739553,-0.8024287588164253,-0.19210763680145262,-0.1371687637865042,-0.6636328677863836,0.12364131872431922,-0.6589150618442019,-0.5077351933846007,-0.4776790039482248,-0.5040196263079432,-0.5505298037145872,-0.29183742449182587,-0.175842161766845,-0.6286173679126602,-0.5216801987161909,0.050933760219514866,-0.5790728188268044,-0.5289262757935437,-0.11259660857762929,-0.44761999103925526,-0.7037414498346382,-0.479428043828264,-0.25359635123504853,-0.6409292160679385
130,0.96925759320083,0.007062996357455837,0.9527691463018805,0.8438762356892257,-0.4754051636094375,0.29297121997055525,0.1858221622042811,0.6696338126569028,-1.1157963165284546,-1.1181507715858405,-0.02913374626032232,-0.7051509735478517,0.10986747653361867,0.008644931858631856,-0.31700582290067925,0.011840822652060637,-0.1579506521107324,0.2682725507377422,-0.5572394479827513,-0.43003541331222955,0.8595602763812097,0.026507191501554398,0.9602593108051773,0.6300655746517423,0.25124128960410197,0.558116900803487,0.37714060086535023,1.2073744145137915,0.04407528126158116,-0.292363724216561
140,-0.9449980888748951,-2.229248512170399,-0.9555728307574978,-0.8455207168138108,-0.029909496991786494,-0.8903591544366436,-0.7971065253696602,-0.8238377641488743,-1.5721642412947605,0.1704513166939232,-0.8386795537591593,-1.4704412294156315,-0.8613825816101572,-0.6349050751019372,0.25601740992241406,-0.8753497262960539,-0.6931050023545006,-1.046598998411079,-0.9689063600888087,-0.633534635359909,-0.9669076382153529,-2.223994006379891,-1.0008402908776723,-0.8202124120271004,0.4923386920136831,-0.8178533060629593,-0.8035299392024133,-1.0441825408485461,-1.3116248710871978,-0.3854622975568335
193,1.7133747871234417,0.08618327865708855,1.6118123501212211,1.7608149183272372,-1.1500535533115672,-0.3544113167006479,0.3352263183178321,0.7310234905981418,0.4249017974825923,-1.6781043743036699,0.6761058916588607,-0.9626063725702272,0.49599135285989027,0.7593432647644307,-0.8350268256971229,-0.6549213827751164,-0.18049742770960242,0.1093070784744996,0.16802078834527395,-0.834386098012916,1.40625815558018,-0.43108386248157576,1.2789677819170617,1.3648730879023558,-1.1821923574492248,-0.6397341854329985,-0.0555960212968289,0.4247273089100574,0.24953341890871095,-1.3641056339789837
